OrderID,OrderDate,CustomerID
536584,2021-10-17,13777.0
536585,2021-06-26,17460.0
536586,2023-02-18,18229.0
536587,2023-10-16,14142.0
536588,2020-11-15,17069.0
536590,2023-12-06,13065.0
536591,2022-03-26,14606.0
536593,2023-11-10,16835.0
536594,2022-06-14,15235.0
536595,2023-10-05,13576.0
536597,2020-11-24,18011.0
536598,2020-05-31,13090.0
536599,2024-11-19,15694.0
536600,2020-09-02,17850.0
536601,2024-05-02,17850.0
536602,2020-09-23,17850.0
536603,2021-07-18,17850.0
536604,2022-02-08,14741.0
536605,2021-03-28,13715.0
C536606,2021-09-01,14092.0
536607,2024-01-31,17732.0
536608,2024-11-06,12855.0
536609,2020-11-01,17850.0
536610,2020-12-14,17850.0
536611,2021-01-09,15752.0
536612,2023-01-31,17850.0
536613,2020-05-18,17855.0
536614,2022-06-20,17850.0
536615,2024-03-05,14047.0
536616,2022-04-06,17925.0
536617,2022-11-04,13941.0
536618,2020-12-01,17017.0
536619,2023-10-02,17017.0
536620,2020-05-30,14135.0
536621,2023-04-15,13108.0
C536622,2021-12-09,12471.0
536623,2023-02-20,15601.0
536624,2020-07-29,13418.0
536626,2025-07-25,13418.0
C536625,2021-05-18,14766.0
536627,2025-06-30,15658.0
536628,2022-07-02,17850.0
536629,2021-07-15,17850.0
536630,2021-10-23,17850.0
536631,2020-04-29,17850.0
536632,2024-05-02,14388.0
536633,2023-04-30,14901.0
536634,2022-10-25,18041.0
536635,2021-10-09,15955.0
536636,2024-01-16,15070.0
536637,2024-10-05,18041.0
536638,2023-08-08,16244.0
536639,2021-07-23,15111.0
536641,2020-02-17,12748.0
C536642,2021-09-04,14390.0
536643,2024-06-08,14390.0
536663,2022-06-14,16546.0
536667,2024-02-09,15260.0
536670,2020-11-25,15260.0
536671,2024-01-06,13305.0
536672,2021-12-23,14491.0
536673,2021-05-07,14060.0
536674,2023-05-12,15923.0
536676,2024-11-20,16752.0
536681,2023-07-05,17287.0
536685,2025-01-31,17850.0
536688,2020-07-19,17850.0
536690,2021-01-23,17850.0
536693,2025-07-04,17850.0
536698,2020-10-24,15363.0
536707,2021-09-05,12915.0
536732,2020-07-29,15544.0
536733,2022-06-16,15738.0
C536734,2025-07-05,16042.0
536735,2024-04-24,17381.0
536736,2023-08-11,17381.0
C536737,2024-11-23,15922.0
536738,2023-12-31,15827.0
536739,2023-08-31,14180.0
536740,2024-02-09,15827.0
536741,2021-11-27,13117.0
536742,2025-01-27,16916.0
536743,2025-06-23,17964.0
536744,2025-03-02,14466.0
536745,2020-09-10,17235.0
536746,2021-10-01,16510.0
536747,2022-04-09,17802.0
536748,2024-01-20,15107.0
536749,2020-04-14,17976.0
536750,2020-10-23,17850.0
536751,2024-06-03,17850.0
536752,2023-11-22,17850.0
536753,2024-03-26,17850.0
536754,2025-03-06,14449.0
C536757,2022-10-31,15838.0
C536758,2023-01-27,13767.0
536759,2025-05-24,16781.0
C536760,2024-06-25,17547.0
536761,2021-07-04,13491.0
536762,2020-06-16,16186.0
536763,2023-01-08,17685.0
536769,2023-04-11,17581.0
536771,2024-04-15,17581.0
536777,2022-04-25,15732.0
536778,2024-02-26,13138.0
536779,2021-03-24,15823.0
536781,2023-11-04,17460.0
536782,2024-05-28,17567.0
536783,2023-10-26,15061.0
536784,2020-06-14,15061.0
536785,2025-06-14,15061.0
536786,2024-02-26,15061.0
536787,2022-10-04,17850.0
536788,2021-02-20,15061.0
536789,2022-08-22,17850.0
536790,2025-05-29,17850.0
536791,2022-02-12,17850.0
536792,2024-12-08,15061.0
536793,2025-02-02,16203.0
536794,2020-11-06,13767.0
536795,2022-11-12,15640.0
536796,2024-12-03,15574.0
536797,2021-01-05,16770.0
536798,2021-06-17,17838.0
536799,2020-12-05,17228.0
536800,2025-01-12,14829.0
536802,2022-10-24,17412.0
536803,2022-12-25,14911.0
536804,2020-01-07,14031.0
536805,2023-07-19,14775.0
536806,2020-01-05,12971.0
C536807,2024-10-20,15834.0
536808,2024-12-22,17659.0
536809,2024-06-16,15299.0
536810,2021-09-25,15299.0
536811,2021-05-04,15299.0
C536812,2024-06-30,16546.0
536813,2021-06-24,15646.0
C536814,2021-01-30,13958.0
C536815,2020-12-28,14443.0
C536816,2024-01-27,14443.0
C536817,2023-09-10,14156.0
C536818,2021-10-30,16995.0
536819,2021-07-24,13402.0
C536820,2022-12-04,18168.0
536821,2023-03-28,17757.0
C536822,2020-07-07,14625.0
536823,2023-08-23,13011.0
536824,2021-10-14,13798.0
C536825,2024-03-14,15384.0
C536826,2024-12-09,17924.0
C536827,2022-12-17,13408.0
C536828,2022-09-12,14264.0
C536829,2022-12-18,13295.0
536830,2025-04-27,16754.0
536831,2023-06-01,16029.0
536832,2024-04-06,16634.0
536833,2020-12-20,18239.0
536834,2024-03-12,14576.0
536835,2023-08-11,13145.0
536836,2022-02-09,18168.0
536837,2021-12-31,14395.0
536838,2023-08-10,14865.0
536839,2020-06-24,15093.0
536840,2022-02-13,12738.0
536841,2020-12-10,16150.0
536842,2020-10-06,17552.0
536843,2025-01-19,17552.0
536844,2025-04-07,14236.0
536845,2024-03-16,17961.0
536846,2024-08-06,14573.0
536847,2020-10-05,17135.0
536848,2023-08-03,13408.0
536849,2020-06-04,17396.0
C536850,2021-05-03,14213.0
536851,2022-11-13,12967.0
536852,2025-06-22,12686.0
C536853,2021-01-08,14679.0
C536854,2021-12-28,15240.0
C536855,2021-02-09,18225.0
536856,2020-06-27,13370.0
536857,2024-07-31,16883.0
536858,2023-05-25,13520.0
536859,2020-04-24,12841.0
536860,2022-05-04,16905.0
536861,2020-01-04,12427.0
536863,2020-10-22,17967.0
536874,2024-08-21,16891.0
536884,2024-09-17,14589.0
536890,2024-11-04,14156.0
536938,2022-01-12,14680.0
536943,2024-04-23,17884.0
536944,2024-05-26,12557.0
536945,2022-08-13,14083.0
536946,2022-11-19,13013.0
536947,2022-04-09,13013.0
536954,2023-03-23,17809.0
536956,2020-09-19,14210.0
536957,2020-12-02,17809.0
536960,2021-09-20,16477.0
536967,2025-05-23,12600.0
536968,2025-01-09,16013.0
536969,2024-01-29,16013.0
536970,2021-06-06,17949.0
536971,2020-10-27,12779.0
536972,2020-06-26,16926.0
536973,2020-10-21,17787.0
536974,2023-12-26,12682.0
536975,2022-05-13,14911.0
536976,2023-06-23,14723.0
536977,2024-12-23,17954.0
C536978,2022-11-10,17954.0
C536979,2022-12-05,17841.0
536980,2022-01-05,17819.0
536981,2023-07-17,14723.0
536983,2024-01-09,12712.0
536984,2020-09-05,17841.0
536985,2022-10-03,15373.0
536986,2023-07-03,16140.0
536987,2021-01-03,17198.0
536988,2020-11-19,17238.0
536989,2023-06-23,17238.0
536990,2022-07-31,12793.0
536992,2022-02-22,15769.0
536993,2021-11-10,14396.0
536994,2022-11-06,14898.0
537022,2023-11-18,12725.0
537023,2020-04-18,16725.0
C537024,2020-02-28,13941.0
537026,2021-06-17,12395.0
537030,2024-06-08,16455.0
537031,2020-08-26,16455.0
537034,2022-08-27,13081.0
537035,2022-08-19,13081.0
537036,2022-01-01,15545.0
537037,2021-10-16,17243.0
537038,2023-02-16,15465.0
C537039,2020-06-09,15708.0
537040,2023-07-04,13089.0
537041,2020-01-19,16033.0
537042,2023-02-25,13838.0
C537043,2021-08-08,15351.0
537044,2025-01-06,18055.0
537045,2021-07-11,15038.0
537046,2024-08-18,18109.0
537047,2020-04-22,13069.0
537048,2021-11-23,13069.0
537049,2022-12-16,16241.0
537050,2023-10-24,14800.0
537051,2022-04-20,15708.0
537052,2022-03-29,16839.0
537053,2021-05-26,16168.0
537054,2021-02-11,16931.0
537055,2020-11-30,16814.0
537057,2021-06-05,15351.0
537058,2020-04-21,13269.0
537059,2020-08-25,14813.0
537065,2024-09-23,12567.0
537067,2024-12-21,14813.0
537077,2020-09-26,17062.0
537081,2023-03-14,15332.0
537086,2021-09-24,15332.0
537090,2021-03-09,15332.0
537111,2024-03-31,14810.0
537117,2024-10-20,16353.0
537126,2021-01-29,18118.0
537127,2021-11-04,13831.0
537128,2024-07-07,12841.0
537129,2020-10-10,13506.0
537130,2024-05-03,17796.0
537131,2020-09-12,15716.0
537133,2021-03-21,18156.0
C537132,2024-11-15,15221.0
537134,2023-12-13,16983.0
537135,2020-01-02,17059.0
537136,2023-04-21,12748.0
537137,2020-08-19,16327.0
537138,2023-09-05,17211.0
537139,2024-05-25,17026.0
537140,2021-09-14,12748.0
537141,2021-07-15,15570.0
537142,2020-09-30,12748.0
C537143,2022-11-20,12748.0
537144,2020-04-19,15880.0
537153,2024-09-04,16718.0
537154,2022-06-01,15808.0
537155,2024-12-21,12748.0
537156,2024-11-19,17858.0
C537157,2021-11-12,15880.0
537158,2022-06-29,16393.0
537159,2022-10-14,14527.0
537160,2023-01-16,14161.0
537163,2020-01-04,17863.0
C537164,2021-08-18,14527.0
537176,2021-10-22,16411.0
537179,2023-03-04,13767.0
537192,2025-06-24,16402.0
537193,2025-07-25,15023.0
537194,2024-08-28,17402.0
537195,2020-04-06,15311.0
537196,2020-05-11,15426.0
537197,2020-01-23,12647.0
537198,2024-11-01,12647.0
537199,2020-08-27,15894.0
537200,2021-12-03,15867.0
537201,2021-01-30,12472.0
537202,2020-04-27,14506.0
C537203,2023-10-31,14606.0
537204,2021-11-05,15555.0
537205,2024-12-22,13034.0
537206,2023-05-28,15235.0
537207,2023-05-18,17402.0
537208,2025-02-17,15889.0
537209,2024-08-12,14606.0
537210,2020-12-08,15953.0
537211,2020-10-26,16143.0
537212,2022-12-24,12720.0
537213,2025-03-24,12748.0
537214,2024-01-14,16422.0
537215,2024-08-21,12747.0
537216,2022-02-22,15502.0
537217,2020-08-17,15502.0
537218,2024-08-03,12763.0
537219,2020-05-29,14081.0
537221,2020-10-28,17965.0
537222,2023-07-09,14404.0
537223,2020-05-26,13579.0
537224,2020-11-02,13174.0
537225,2024-10-03,12748.0
537226,2022-11-27,15987.0
537227,2021-08-12,17677.0
537228,2022-03-18,17677.0
537229,2020-05-09,17677.0
537231,2020-07-12,13652.0
C537232,2025-07-19,12586.0
537233,2023-11-19,17428.0
C537234,2022-03-13,16161.0
537235,2024-03-19,17381.0
537236,2020-10-02,16858.0
537238,2022-03-17,16161.0
537239,2020-12-17,18219.0
537241,2021-07-31,14293.0
537242,2025-05-19,14748.0
537243,2020-10-10,16638.0
537244,2023-04-17,17674.0
537245,2021-08-20,14748.0
537246,2023-12-09,12808.0
537247,2022-07-22,13094.0
537248,2023-04-19,15899.0
537249,2021-12-02,16955.0
537250,2024-12-26,12708.0
537254,2024-11-04,15898.0
537255,2022-01-19,14443.0
537256,2023-06-27,16210.0
537257,2023-04-22,17691.0
537258,2021-08-27,17227.0
537262,2024-03-22,15039.0
537265,2025-04-03,15919.0
537298,2020-06-25,13497.0
537301,2024-09-02,15860.0
537312,2023-02-27,14189.0
537313,2021-05-19,15304.0
C537314,2025-04-04,13497.0
C537320,2022-01-09,14867.0
537332,2020-08-12,14344.0
C537333,2020-10-04,12474.0
537334,2021-01-14,16719.0
537335,2024-10-19,15048.0
537346,2024-10-16,15301.0
537350,2022-09-13,14708.0
537351,2025-02-09,16898.0
537354,2024-08-09,12748.0
537359,2024-04-22,14825.0
537360,2023-04-01,18113.0
537362,2023-07-04,17596.0
537365,2024-11-03,15078.0
537366,2020-07-04,14085.0
537367,2025-03-12,15078.0
537368,2024-11-29,14911.0
537369,2021-07-28,17860.0
537370,2025-02-10,13155.0
537371,2021-05-30,15028.0
537372,2020-10-27,16919.0
537374,2025-02-12,17259.0
537375,2023-06-15,17019.0
C537373,2024-03-15,14487.0
537376,2024-07-11,16722.0
537377,2023-03-30,15882.0
537378,2020-05-02,14911.0
537380,2022-11-12,15882.0
C537379,2023-03-09,15882.0
537381,2023-08-19,14667.0
537382,2022-05-19,16710.0
C537383,2022-02-23,16550.0
537384,2020-06-10,15984.0
537385,2021-09-02,14487.0
537386,2022-06-19,14911.0
537387,2024-12-30,13468.0
537388,2021-09-23,17682.0
537389,2024-03-21,17757.0
537390,2020-05-17,16658.0
537391,2022-08-29,16550.0
537392,2022-03-20,17068.0
537393,2020-06-22,13089.0
537394,2021-04-27,13089.0
537395,2025-01-14,15356.0
537396,2023-06-08,17223.0
537397,2022-06-30,16817.0
C537398,2025-03-15,15426.0
537399,2024-12-21,13030.0
537400,2021-06-14,17191.0
537403,2021-01-07,17191.0
C537402,2021-07-11,15502.0
537404,2023-11-14,17191.0
537405,2025-07-22,17841.0
C537406,2024-12-23,15502.0
537407,2024-08-13,15502.0
C537408,2021-12-10,15502.0
537409,2022-06-01,15194.0
537410,2023-06-04,14409.0
537412,2022-06-03,14409.0
C537413,2024-06-06,14409.0
537415,2024-01-30,16654.0
C537414,2022-03-06,16861.0
C537416,2023-02-02,16138.0
C537417,2020-12-01,13481.0
537418,2024-03-03,17884.0
537419,2023-10-21,13495.0
537420,2022-11-14,17519.0
537421,2021-12-12,17218.0
537422,2020-05-17,17812.0
537423,2020-03-13,14215.0
537424,2020-10-25,15602.0
537428,2025-05-20,17320.0
537429,2023-03-06,12748.0
C537431,2020-07-06,16782.0
537433,2020-04-12,12913.0
537435,2021-02-12,17920.0
537440,2021-12-28,17869.0
537441,2023-11-01,13564.0
C537444,2023-05-28,14850.0
C537445,2023-04-26,15021.0
537446,2021-05-11,18055.0
537447,2022-12-19,13963.0
537448,2021-10-23,17450.0
537456,2023-07-17,17450.0
537457,2023-03-20,17511.0
537458,2025-03-27,17091.0
537459,2023-05-09,17470.0
537460,2023-02-05,17616.0
537461,2024-08-29,15649.0
537462,2020-06-02,17228.0
537463,2023-05-03,12681.0
537464,2022-07-10,14907.0
537465,2024-01-26,17735.0
537467,2023-05-06,16059.0
537468,2021-04-13,12567.0
537469,2020-12-14,17720.0
537470,2022-02-06,15018.0
537471,2024-04-06,14344.0
537472,2022-02-06,12971.0
537476,2024-09-18,15838.0
537484,2024-02-25,14733.0
537489,2022-01-03,17017.0
537509,2022-09-12,13756.0
537523,2020-04-16,14176.0
C537530,2025-06-06,13319.0
537538,2022-06-17,15353.0
537567,2024-12-03,18119.0
537592,2023-11-28,17491.0
537593,2023-04-27,14282.0
537594,2024-07-31,12647.0
537595,2024-08-02,13569.0
C537596,2021-05-03,17954.0
C537597,2021-06-27,15498.0
537598,2021-10-12,14135.0
537599,2020-08-12,17954.0
537601,2021-02-08,17287.0
C537602,2021-10-05,17511.0
537603,2022-02-26,14673.0
537604,2020-08-14,13488.0
537605,2024-11-27,16221.0
537606,2025-06-26,15002.0
537607,2022-07-06,15965.0
537608,2021-07-03,15024.0
537609,2022-09-11,17675.0
C537611,2023-03-01,17675.0
537612,2021-12-03,13769.0
537614,2021-01-11,16904.0
537615,2024-07-12,15898.0
537616,2024-08-21,16904.0
537617,2022-04-08,16086.0
537618,2020-12-09,15061.0
537619,2023-11-15,13786.0
537620,2022-04-10,13880.0
537622,2024-12-13,13173.0
537623,2024-12-05,15858.0
537624,2021-10-02,12748.0
537625,2024-04-22,15180.0
537626,2021-05-17,12347.0
537627,2021-07-25,14739.0
537628,2022-02-14,16293.0
537629,2025-03-27,17419.0
537631,2022-07-25,17419.0
537634,2024-02-29,16775.0
537635,2021-09-24,16306.0
537636,2020-05-09,16950.0
537646,2023-07-24,17591.0
537648,2025-04-15,12839.0
537649,2024-03-15,13807.0
537650,2023-02-02,16125.0
537653,2025-06-04,17897.0
537655,2022-08-06,15081.0
C537656,2023-10-27,15100.0
537657,2023-09-21,18102.0
537658,2024-05-28,18102.0
537659,2023-12-19,18102.0
537664,2020-04-03,15024.0
537665,2025-06-24,16365.0
537667,2020-10-24,17870.0
537668,2021-08-29,14821.0
537669,2020-06-15,16863.0
537670,2023-09-10,13078.0
537671,2024-04-10,13267.0
537672,2024-05-18,13050.0
537673,2020-08-09,12709.0
537674,2025-01-01,15628.0
537676,2022-03-02,12386.0
C537677,2022-01-12,14796.0
537678,2021-11-22,16779.0
537680,2022-01-31,13599.0
537681,2020-07-07,13329.0
537682,2023-09-13,13599.0
537683,2022-08-09,12921.0
C537684,2022-12-12,14901.0
537685,2024-05-28,18077.0
537686,2025-01-03,14744.0
537688,2025-06-14,17406.0
537689,2025-04-08,15750.0
537690,2020-10-09,13983.0
537691,2022-08-02,13842.0
537692,2024-12-12,14796.0
537693,2020-08-31,12441.0
537694,2022-09-21,14901.0
537698,2020-12-12,13199.0
537700,2023-06-08,18229.0
537707,2021-12-30,14032.0
537738,2021-01-08,17706.0
537743,2022-02-11,17706.0
C537746,2020-09-18,15021.0
537751,2022-06-12,17706.0
537754,2022-04-11,16081.0
537755,2022-10-23,16525.0
C537756,2020-12-04,14952.0
537757,2022-07-28,17975.0
537758,2022-01-25,16122.0
537759,2024-02-02,13126.0
537760,2021-09-22,15973.0
537761,2020-02-18,13126.0
537762,2024-06-12,16558.0
C537763,2021-01-23,16713.0
537764,2023-11-06,16893.0
537765,2024-07-17,14606.0
537766,2024-12-15,17677.0
537767,2020-06-30,15100.0
537768,2023-12-16,15750.0
537769,2024-04-25,15021.0
537770,2021-07-11,15529.0
537771,2022-07-20,15498.0
537772,2020-11-10,18043.0
537773,2020-02-13,16016.0
537774,2023-04-16,14060.0
537775,2024-02-25,17722.0
537780,2024-01-16,17324.0
537781,2022-06-14,17341.0
537789,2025-06-20,14051.0
C537788,2023-10-16,15916.0
537791,2024-09-02,16233.0
537792,2020-07-17,16385.0
537793,2020-06-07,15032.0
537794,2025-01-07,16713.0
537795,2023-09-14,17213.0
537796,2025-06-21,18061.0
537799,2024-10-12,15916.0
C537797,2023-10-26,13113.0
C537798,2022-04-11,16553.0
537800,2024-02-02,12748.0
537801,2021-05-15,15221.0
537802,2022-10-31,13455.0
537803,2025-02-15,15916.0
537804,2023-06-02,12748.0
C537805,2024-07-10,15311.0
537806,2021-11-23,13113.0
537808,2022-07-06,15311.0
C537807,2023-02-09,13495.0
537809,2021-10-18,14217.0
537810,2021-03-14,15032.0
537811,2022-09-29,17262.0
C537812,2020-11-08,14299.0
537813,2023-08-14,18259.0
C537814,2024-04-01,12712.0
537815,2021-10-07,17676.0
537816,2023-08-25,16679.0
537817,2024-03-02,18269.0
537818,2020-12-10,12766.0
537819,2021-10-05,15298.0
C537820,2022-10-23,16016.0
C537821,2020-04-28,18193.0
537822,2021-06-24,13523.0
C537824,2023-07-06,12870.0
537825,2022-06-23,15005.0
537826,2025-02-28,15581.0
537827,2020-01-03,15332.0
537828,2020-05-23,15680.0
537829,2024-07-30,15498.0
537830,2024-01-24,13649.0
537831,2020-09-23,17894.0
C537832,2023-10-19,16858.0
537833,2025-02-05,13270.0
C537834,2020-09-20,13267.0
C537835,2025-04-05,14618.0
537836,2021-09-08,14866.0
537837,2023-05-10,13077.0
C537838,2025-06-27,13115.0
537840,2020-10-09,13531.0
537841,2023-06-28,13848.0
537842,2024-09-14,13140.0
537843,2021-05-13,15713.0
537844,2022-08-16,17999.0
537845,2020-06-07,17690.0
537846,2021-09-30,15347.0
537847,2022-05-24,14766.0
537848,2020-02-11,13777.0
537849,2021-12-11,13777.0
537850,2020-11-17,16722.0
537851,2024-09-17,13758.0
537852,2020-05-15,17340.0
C537853,2021-04-11,13370.0
537854,2023-10-06,13984.0
537855,2021-04-17,15996.0
C537856,2024-07-11,14388.0
C537857,2024-08-04,17340.0
537859,2022-04-18,14030.0
C537860,2025-05-21,16252.0
537861,2023-07-17,16596.0
537862,2023-07-20,12971.0
537863,2023-07-23,14030.0
537864,2024-01-24,16700.0
537865,2024-06-06,16011.0
537866,2024-06-27,17655.0
537867,2024-03-23,16717.0
537868,2024-07-16,12433.0
537871,2024-04-10,12748.0
537879,2025-05-20,14243.0
537880,2022-10-23,12963.0
537881,2022-04-19,15513.0
537882,2024-09-10,15079.0
537883,2023-08-14,14437.0
537884,2022-05-29,15694.0
537885,2021-03-23,12942.0
537886,2020-06-10,15660.0
537887,2023-09-05,18092.0
537888,2020-10-06,15358.0
537889,2022-11-06,13319.0
537890,2023-04-30,15358.0
537891,2025-01-11,13319.0
537892,2021-03-02,12481.0
C537893,2025-03-20,12721.0
537894,2024-08-07,12621.0
537895,2024-09-14,14299.0
537896,2023-03-25,18071.0
537897,2020-07-08,12683.0
537898,2020-07-21,17377.0
537899,2021-07-03,12755.0
537900,2021-12-31,15983.0
537901,2021-01-23,13854.0
537915,2024-10-30,12797.0
537955,2025-03-09,16782.0
537963,2020-04-06,13369.0
537967,2021-09-23,12494.0
537981,2023-09-15,17857.0
537995,2020-03-11,12712.0
C537998,2023-07-15,17411.0
538000,2023-01-21,12748.0
538002,2022-02-07,14932.0
538003,2022-01-16,12429.0
538005,2021-12-24,13090.0
538006,2022-12-13,14987.0
538007,2023-07-10,14355.0
538008,2023-03-19,12683.0
538009,2022-02-11,14911.0
538010,2024-07-01,17526.0
538011,2025-03-05,14896.0
538012,2024-07-31,14527.0
538013,2024-08-23,17062.0
538014,2022-10-24,14440.0
538015,2024-08-24,13240.0
538032,2024-04-15,14479.0
538035,2020-11-23,16065.0
538037,2020-11-13,17430.0
538040,2022-01-23,16520.0
538048,2020-03-16,15945.0
538049,2020-05-29,12748.0
538050,2024-09-24,12748.0
538051,2020-07-01,18041.0
C538052,2021-09-06,15181.0
538053,2023-12-04,15856.0
538056,2020-01-25,17198.0
538057,2022-08-05,13102.0
C538059,2025-01-31,14205.0
C538062,2024-05-09,17702.0
538063,2022-10-22,18102.0
538064,2023-07-11,15271.0
538065,2024-01-02,13982.0
C538066,2025-04-08,15738.0
538067,2022-11-24,15288.0
538068,2022-02-09,17978.0
538069,2020-07-28,16795.0
538070,2022-07-06,16519.0
538073,2025-05-17,17816.0
C538075,2021-05-14,13021.0
538076,2024-07-24,15311.0
538077,2020-03-25,14667.0
538078,2024-03-10,16255.0
538079,2023-01-25,17671.0
538080,2022-07-20,17646.0
C538081,2022-05-15,16898.0
C538082,2020-07-08,13777.0
C538083,2020-10-10,15750.0
C538084,2020-08-11,12649.0
C538085,2023-12-15,16350.0
538086,2022-04-20,12872.0
538087,2023-02-25,17339.0
C538088,2022-03-16,14766.0
C538089,2023-12-26,18230.0
C538091,2022-07-01,16499.0
538093,2024-03-15,12682.0
538094,2025-04-17,13117.0
538095,2023-01-23,17097.0
538097,2025-06-28,15192.0
C538098,2021-04-23,14441.0
C538099,2024-09-25,15279.0
C538100,2020-09-07,16579.0
538101,2022-03-26,15380.0
C538102,2020-11-13,14047.0
C538103,2021-05-30,17442.0
538104,2021-04-27,17950.0
C538105,2024-12-29,16781.0
538106,2021-02-24,17950.0
538107,2022-01-23,12826.0
538108,2025-04-13,17456.0
C538109,2024-09-05,16042.0
C538110,2021-08-20,17307.0
C538111,2023-06-30,17950.0
C538112,2022-08-15,14898.0
538113,2022-06-02,15811.0
C538114,2022-12-27,14217.0
C538115,2025-05-04,16817.0
538116,2023-02-08,13327.0
538117,2022-02-08,13327.0
C538118,2023-10-29,17700.0
C538119,2023-03-26,13136.0
538120,2022-06-01,17017.0
C538121,2024-08-26,15535.0
C538122,2025-03-04,14696.0
C538123,2022-05-19,12605.0
C538124,2021-10-04,15329.0
538125,2022-07-13,18225.0
538126,2022-05-03,17838.0
538145,2023-04-12,15211.0
538146,2021-07-15,15596.0
538147,2020-02-03,13090.0
538151,2023-10-28,16163.0
538155,2021-02-03,16907.0
538156,2025-06-02,15555.0
538157,2023-04-20,17576.0
538163,2023-12-03,17841.0
C538164,2024-05-26,14031.0
538165,2023-12-11,14031.0
538166,2025-01-28,17965.0
538167,2021-04-15,14713.0
538168,2020-09-06,14702.0
538169,2022-06-29,13230.0
538170,2024-12-29,13969.0
538171,2025-01-17,17530.0
538172,2022-05-12,15805.0
538174,2020-10-01,12471.0
538175,2024-02-05,12471.0
538176,2024-07-13,17675.0
538178,2025-02-08,17696.0
538179,2022-10-31,17696.0
538180,2023-03-02,13418.0
538181,2021-10-21,17076.0
538182,2025-07-14,17827.0
538183,2020-11-10,16265.0
538184,2021-04-11,17880.0
538185,2023-02-01,16265.0
538186,2021-06-24,13000.0
538187,2023-02-24,16499.0
538190,2020-02-18,17790.0
538191,2023-05-11,15061.0
538192,2023-11-26,15061.0
538193,2022-09-12,15061.0
538194,2023-03-23,17790.0
538195,2024-01-24,15061.0
538196,2021-08-25,12731.0
